Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5600,Energy & Environment,5642,Sr Environmental Spec,22148,88501.77,0,0,88501.77,19850.93,10866.15,7133.8,37850.88,126352.65
Calendar,2013,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3417,Gardener,30749,57326.19,1112.1,4744.98,63183.27,12220.61,11454.89,4975.55,28651.05,91834.32
Calendar,2015,3,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",790,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9774,Sr Community Devl Spc 1,33685,51989.63,0,0,51989.63,10258.89,8153.58,4170.57,22583.04,74572.67
Calendar,2013,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,25229,62466.21,708,2725.83,65900.04,12805.8,12918.24,5192.85,30916.89,96816.93
Fiscal,2016,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1635,Health Care Billing Clerk 1,33487,7255.8,0,0,7255.8,1350.3,1446.55,578.09,3374.94,10630.74
Fiscal,2014,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,16061,85075.57,5572.07,11131.41,101779.05,19267.69,12404.68,8258.56,39930.93,141709.98
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,252,"Transport Workers - Auto Svc Workers, Local 250-A",7400,Skilled Labor,7410,Automotive Service Worker,5209,36689.5,1448.99,6574.7,44713.19,8738.49,7334.94,3481.78,19555.21,64268.4
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,13733,117653.34,4498.84,26950.2,149102.38,25002.83,11714.54,9961.4,46678.77,195781.15
Fiscal,2013,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,13603,29729.5,0,0,29729.5,6156.98,9108.96,2420.46,17686.4,47415.9
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44634,69911.38,7731.46,2108.35,79751.19,17342.96,14030.2,6184.43,37557.59,117308.78
Fiscal,2013,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2940,Protective Services Worker,50032,44882.85,0,3020.98,47903.83,8173.12,7650.3,3803.1,19626.52,67530.35
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,5343,59887.32,11209.64,5720.1,76817.06,19466.44,11993.7,6003.62,37463.76,114280.82
Fiscal,2015,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6300,Construction Inspection,6318,Construction Inspector,43664,68693.7,2728.83,5179.19,76601.72,15408.03,8477.38,6250.23,30135.64,106737.36
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,27568,62707.93,0,0,62707.93,11669.94,13068.81,5060.38,29799.13,92507.06
Fiscal,2014,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7341,Statnry Eng Water Treat Plant,33426,120,0,12043.67,12163.67,23.34,0,930.84,954.18,13117.85
Calendar,2013,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,9172,83119.77,61534.22,5802.98,150456.97,16636.83,15597.59,2503.84,34738.26,185195.23
Fiscal,2013,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1444,Secretary 1,26491,55120.07,974.76,1268.01,57362.84,10268.21,12801.79,4707.84,27777.84,85140.68
Fiscal,2016,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,17382,100682.81,17699.37,14301.98,132684.16,28953.27,13068.8,2264.84,44286.91,176971.07
Fiscal,2015,6,General Administration & Finance,MYR,Mayor,2,Management Unrepresented Employees,900,Management,891,Mayoral Staff XI,48457,96897.01,0,0,96897.01,21734,12500.56,16165.54,50400.1,147297.11
Fiscal,2016,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,2542,121248.89,57459.65,9907.16,188615.7,21546.53,13093.75,3170.27,37810.55,226426.25
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,23662,120847.18,0,10501.53,131348.71,22334.98,10335.33,8498.55,41168.86,172517.57
Calendar,2014,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,10534,1558.87,0,45.05,1603.92,0,913.22,124.17,1037.39,2641.31
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,2824,65993.15,3488.93,934.13,70416.21,19201.97,13396.69,5516.2,38114.86,108531.07
Calendar,2014,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1093,IT Operations Support Admn III,33941,84725.04,0,1130,85855.04,18758.18,13028.26,7043.7,38830.14,124685.18
Fiscal,2016,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5201,Junior Engineer,23202,45752.32,0,0,45752.32,8514.52,7896.77,3671.8,20083.09,65835.41
Fiscal,2016,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1632,Senior Account Clerk,14027,68928.92,50.06,628.8,69607.78,12944.77,13068.8,5730.11,31743.68,101351.46
Fiscal,2013,6,General Administration & Finance,BOS,Board of Supervisors,330,Members of Boards and Commissions - No Benefits,900,Management,109,Commissioner No Benefits,12206,2640,0,0,2640,0,0,208.56,208.56,2848.56
Fiscal,2016,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,23242,29773.81,0,0,29773.81,5540.88,5935.83,2390.78,13867.49,43641.3
Fiscal,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1842,Management Assistant,2014,76664.4,0,0,76664.4,16344.85,12512.55,6211.62,35069.02,111733.42
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,1424,123471.17,38895.5,18217.63,180584.3,23519.67,12918.24,3068.91,39506.82,220091.12
Fiscal,2014,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5266,Architectural Associate 2,20666,109811.97,0,0,109811.97,22862.85,12272.85,8627.15,43762.85,153574.82
Fiscal,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2110,Medical Records Clerk,31028,56817.81,1749.55,0,58567.36,12113.55,12511.05,4743.15,29367.75,87935.11
Calendar,2013,6,General Administration & Finance,TTX,Treasurer/Tax Collector,21,"Prof & Tech Engineers - Miscellaneous, Local 21",4200,Appraisal & Taxation,4222,Sr Personal Property Auditor,20091,98339.55,0,480,98819.55,19424.49,12918.24,8022.45,40365.18,139184.73
Fiscal,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2915,Program Specialist Supervisor,26214,94147.84,0,0,94147.84,20072.34,12512.55,7627.84,40212.73,134360.57
Fiscal,2013,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,17638,828.18,0,0,828.18,0,483.14,64.12,547.26,1375.44
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,50225,16788.93,0,240,17028.93,3819.59,2987.51,1345.49,8152.59,25181.52
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,50289,139484.04,0,5554.25,145038.29,21519.44,12424.5,7085.63,41029.57,186067.86
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,38,"Plumbers and Pipefitters, Local 38",7300,Journeyman Trade,7316,Water Service Inspector,36450,101733,14750.58,14737.12,131220.7,22600.65,12424.5,9964.47,44989.62,176210.32
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,40027,3416.21,0,0,3416.21,0,1481.39,280.09,1761.48,5177.69
Calendar,2014,5,Culture & Recreation,AAM,Asian Art Museum,790,"SEIU - Miscellaneous, Local 1021",3300,Park & Zoo,3302,Admission Attendant,13009,19395.57,0,0,19395.57,4892.33,6618.47,1501.6,13012.4,32407.97
Fiscal,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,32022,12924.16,0,0,12924.16,3334.45,4328.49,1000.58,8663.52,21587.68
Fiscal,2016,6,General Administration & Finance,CAT,City Attorney,311,Municipal Attorneys' Association,8100,Legal & Court,8182,"Head Atty, Civil & Criminal",29853,203031.56,0,5560.63,208592.19,37817.82,13068.8,11627.72,62514.34,271106.53
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,47697,36921,8225.89,7100.17,52247.06,9595.71,7466.81,4122.61,21185.13,73432.19
Calendar,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,27984,16749.01,0,0,16749.01,3124.32,7655.26,1296.71,12076.29,28825.3
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,53095,52280.7,489.92,4991.17,57761.79,12035.49,12969.04,4775.49,29780.02,87541.81
Fiscal,2013,6,General Administration & Finance,TTX,Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",4300,Revenue,4320,Cashier 1,4849,3816.58,0,0,3816.58,0,1125.27,295.48,1420.75,5237.33
Fiscal,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,2912,53971.95,3663.91,0,57635.86,11500.75,12752.25,4687.72,28940.72,86576.58
Fiscal,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2900,Human Services,2978,Contract Compliance Officer 2,9146,121706,0,0,121706,21554.25,0,9605.41,31159.66,152865.66
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7371,Electrical Transit System Mech,24772,0,0,550,550,117.26,0,43.46,160.72,710.72
Calendar,2015,2,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,790,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9774,Sr Community Devl Spc 1,41998,3493,0,0,3493,783.48,477.86,270.43,1531.77,5024.77
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,534,21366.01,72.1,2480.49,23918.6,5760.28,6527.46,1935.34,14223.08,38141.68
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2904,Human Services Technician,25975,54216.04,0,2625.4,56841.44,10630.13,10587.23,4449.05,25666.41,82507.85
Fiscal,2016,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,799,2396,0,0,2396,0,933.71,185.97,1119.68,3515.68
Fiscal,2014,1,Public Protection,SHF,Sheriff,499,Sheriff's Managers and Supervisors Association,8300,Correction & Detention,8308,Sheriff's Sergeant,22282,111355.05,17636.95,15376.33,144368.33,23556.82,12413.01,2296.1,38265.93,182634.26
Fiscal,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,29252,32961.75,5890.18,207.82,39059.75,8492.3,6872.27,2825.16,18189.73,57249.48
Fiscal,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,36359,81736.2,2596.63,2694.7,87027.53,18467.86,12632.27,1396.52,32496.65,119524.18
Fiscal,2015,1,Public Protection,CRT,Superior Court,792,"SEIU - Court Employees, Local 1021",SCRT,SF Superior Court,420C,Deputy Court Clerk II,858,74304.72,0,548.7,74853.42,16789.63,12434.7,6241.86,35466.19,110319.61
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43081,48161.59,3811.89,1492.33,53465.81,13906.2,13163.66,3829.54,30899.4,84365.21
Calendar,2013,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2200,Medical & Dental,2204,Dental Hygienist,51756,27503.84,0,0,27503.84,5442.37,4597.94,2270.04,12310.35,39814.19
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2500,Med Therapy & Auxiliary,2583,Home Health Aide,15707,46751.2,768.84,5143.35,52663.39,10796.15,13068.8,4245.26,28110.21,80773.6
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,32125,10894.45,0,227.03,11121.48,2869.35,2843.3,906.63,6619.28,17740.76
Fiscal,2013,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,30054,112188.55,62488.29,17895.44,192572.28,22352.14,15585.99,3154.2,41092.33,233664.61
Calendar,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,13774,88842.12,9889.3,9583.42,108314.84,19553.2,13054.94,1768.77,34376.91,142691.75
Calendar,2014,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3289,Recreation Supervisor,47410,22999.01,0,53.01,23052.02,5170.57,3514.79,1898.39,10583.75,33635.77
Fiscal,2015,6,General Administration & Finance,ETH,Ethics Commission,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1822,Administrative Analyst,5769,73153.4,0,0,73153.4,16408.33,12500.56,5770.68,34679.57,107832.97
Calendar,2013,1,Public Protection,POL,Police,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1054,IS Business Analyst-Principal,14307,126893.51,0,0,126893.51,24309.69,12918.24,8958.51,46186.44,173079.95
Fiscal,2013,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",9700,Community Development,9703,Emp & Training Spec 2,140,0,0,7462.07,7462.07,0,0,570.85,570.85,8032.92
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2483,Biologist I/II,10369,98157.04,0,0,98157.04,20230.59,12424.5,7604.46,40259.55,138416.59
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,49690,4423,0,48,4471,832.06,997.62,372.93,2202.61,6673.61
Calendar,2014,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1041,IS Engineer-Assistant,20579,101662.58,0,9030.11,110692.69,22199.16,12652.87,8829.45,43681.48,154374.17
Calendar,2013,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1054,IS Business Analyst-Principal,14370,126893.52,0,0,126893.52,24309.7,12918.24,9634.06,46862,173755.52
Calendar,2014,1,Public Protection,PDR,Public Defender,311,Municipal Attorneys' Association,8100,Legal & Court,8182,"Head Atty, Civil & Criminal",38252,191709.02,0,5146.75,196855.77,42047.23,13054.94,10950.38,66052.55,262908.32
Fiscal,2016,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,41820,3301.38,0,36.75,3338.13,0,1680.36,259.11,1939.47,5277.6
Calendar,2013,3,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,46203,51171.58,0,0,51171.58,11560.22,12549.05,3992.54,28101.81,79273.39
Calendar,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,44581,1751.4,0,58.38,1809.78,1163.59,0,-0.01,1163.58,2973.36
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,37494,14422.49,1318.5,1468.59,17209.58,0,3063.7,1314.13,4377.83,21587.41
Calendar,2013,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,45757,62468.5,6505.6,18.9,68993,12283.19,12918.37,5177.74,30379.3,99372.3
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,6274,122141.86,4670.65,30565.61,157378.12,28542.69,11056.52,2965.98,42565.19,199943.31
Fiscal,2016,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,4,"Painters, Local 1176",7300,Journeyman Trade,7346,Painter,25021,81721.44,0,2260,83981.44,15628.98,13068.8,6965.24,35663.02,119644.46
Calendar,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,15175,141841.96,3669.29,18760.18,164271.43,28010.14,12424.5,2791.56,43226.2,207497.63
Fiscal,2013,6,General Administration & Finance,TTX,Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1630,Account Clerk,11295,49837.2,0,0,49837.2,9075.42,11718.56,3755,24548.98,74386.18
Fiscal,2014,2,"Public Works, Transportation & Commerce",PRT,Port,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,33503,109609.51,0,0,109609.51,22687.93,12135.07,8561.48,43384.48,152993.99
Fiscal,2016,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7306,Automotive Body & Fender Wrk,13292,16271.06,1485.62,1290.63,19047.31,3177.96,2509.63,1824.43,7512.02,26559.33
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2328,Nurse Practitioner,51994,154123.38,0,250,154373.38,34951.63,11458.85,9895.09,56305.57,210678.95
Fiscal,2014,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,21368,4342.5,0,0,4342.5,0,1156.57,336.2,1492.77,5835.27
Calendar,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,36834,97763.74,35981.47,7724.98,141470.19,25657.07,12424.51,2519.89,40601.47,182071.66
Fiscal,2013,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1844,Senior Management Assistant,19433,86502.03,0,0,86502.03,15752.09,12801.79,7164.01,35717.89,122219.92
Fiscal,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,49640,87749.97,56.42,2264.64,90071.03,0,0,7115.61,7115.61,97186.64
Fiscal,2013,1,Public Protection,JUV,Juvenile Probation,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,2125,46066.81,33.39,3596.72,49696.92,9833.9,12851.02,4058.74,26743.66,76440.58
Fiscal,2013,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,3474,669.93,0,0,669.93,0,390.82,51.86,442.68,1112.61
Fiscal,2014,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,790,"SEIU - Miscellaneous, Local 1021",4300,Revenue,4321,Cashier 2,45179,57369.6,401.1,626.4,58397.1,12364.74,12512.55,4758.44,29635.73,88032.83
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9914,Public Service Aide-Admin,21285,30559.75,697.2,309.91,31566.86,7964.37,10200.58,2559.85,20724.8,52291.66
Fiscal,2013,1,Public Protection,SHF,Sheriff,499,Sheriff's Managers and Supervisors Association,8300,Correction & Detention,8308,Sheriff's Sergeant,49356,109902,11657.35,26931.53,148490.88,26791.98,12801.79,2402.09,41995.86,190486.74
Calendar,2013,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3289,Recreation Supervisor,33030,84402.02,0,664.55,85066.57,16717.15,12918.24,7033.27,36668.66,121735.23
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,42893,117568.37,371.85,26239.44,144179.66,29992.85,10897.63,10577.23,51467.71,195647.37
Calendar,2013,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9922,PS Aide To Prof,37831,39849.37,195.44,0,40044.81,6295.62,12804.6,3220.19,22320.41,62365.22
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,53162,3670.06,0,0,3670.06,0,1608.66,300.27,1908.93,5578.99
Fiscal,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,11725,62655.9,19651.96,786.29,83094.15,16233.84,13063.31,6527.2,35824.35,118918.5
Fiscal,2016,5,Culture & Recreation,REC,Recreation and Park Commission,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,39769,58981.97,183.15,641.25,59806.37,11095.87,11784.38,4735.29,27615.54,87421.91
Calendar,2014,5,Culture & Recreation,REC,Recreation and Park Commission,351,Municipal Executive Association - Miscellaneous,900,Management,932,Manager IV,5019,142294.75,0,0,142294.75,30391.71,0,18463.05,48854.76,191149.51
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q062,Lieutenant 3,38575,164313.2,7222.4,5788.5,177324.1,31877.38,12918.24,440.44,45236.06,222560.16
Calendar,2013,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",9700,Community Development,9722,Specialist In Aging 2,45789,89829.1,0,648,90477.1,17773.39,12918.25,7481.23,38172.87,128649.97
Fiscal,2014,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,23812,78082,6896.4,344.5,85322.9,17035.12,12464.62,7013.26,36513,121835.9
Calendar,2013,1,Public Protection,POL,Police,311,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),5808,180051.03,0,1250,181301.03,34733.98,12918.24,10569.43,58221.65,239522.68
Calendar,2014,6,General Administration & Finance,ADM,General Services Agency - City Admin,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1824,Pr Administrative Analyst,6371,117005.64,0,0,117005.64,25241.47,13061.21,9357.64,47660.32,164665.96
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2650,Assistant Cook,47618,50168.28,19.49,15.5,50203.27,11035.41,12145.14,4181.83,27362.38,77565.65
Fiscal,2016,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",6300,Construction Inspection,6317,Assistant Const Inspector,53373,40529.45,2566.99,0,43096.44,7542.57,7457.19,3408.62,18408.38,61504.82
Fiscal,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9922,PS Aide To Prof,6459,11555.35,115.05,0,11670.4,0,3550.21,903.53,4453.74,16124.14
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1842,Management Assistant,27572,77908.03,0,624,78532.03,17162.82,13054.94,6484.31,36702.07,115234.1
Calendar,2014,6,General Administration & Finance,ASR,Assessor/Recorder,21,"Prof & Tech Engineers - Miscellaneous, Local 21",4200,Appraisal & Taxation,4220,Personal Property Auditor,6434,22397.8,0,2917.44,25315.24,4809.31,4267.96,2007.53,11084.8,36400.04
Fiscal,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23358,37118.71,3464.04,1484.58,42067.33,9883.38,7738.98,3307.63,20929.99,62997.32
Fiscal,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,26644,22630.5,29.74,0,22660.24,5075.98,5124.74,1731.3,11932.02,34592.26
Fiscal,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5203,Asst Engr,4063,99558.36,0,0,99558.36,22330.97,12506.54,8033.91,42871.42,142429.78
